swpk-hqdp	New York City Population By Neighborhood Tabulation Areas	 dcp city planning population growth nta neighborhood tabulation
wkaa-8g8b	DOC Annual Statistics	 department of correction doc arrests inmates visitor stabbing slashing
gdgc-4zb5	Operating sidewalk cafes	 dca restaurant license café food meal sidewalk consumer affairs
2nps-urbc	Dean Street 1200 Block Service Requests	 311 311 service requests 2010 2011 2012 service request status all service requests
9ng8-g7dg	311 Service Requests 2012	 311 311 service requests 2010 2011 2012 service request status all service requests
9y5v-nb9w	311 Service Requests for Zipcode 10036	 311 311 service requests 2010 2011 2012 service request status all service requests
azsx-w55c	Mold Bx	 311 311 service requests 2010 2011 2012 service request status all service requests
b4pc-bbva	Bronx 311 Water Conservation complaints 2010-current	 311 311 service requests 2010 2011 2012 service request status all service requests
cgj6-q6e2	Public Drinking in Greenpoint	 311 311 service requests 2010 2011 2012 service request status all service requests
ex4t-7wt8	bronx 311 Industrial Waste complaints 2010-present	 311 311 service requests 2010 2011 2012 service request status all service requests
iep8-2vp5	311 TLC 2012-present	 311 311 service requests 2010 2011 2012 service request status all service requests
n8ap-8tkc	311 HPD 2013	 311 311 service requests 2010 2011 2012 service request status all service requests
pq3z-nfeq	CB 2 Manhattan reports	 311 311 service requests 2010 2011 2012 service request status all service requests
r8pa-84pr	no icy	 311 311 service requests 2010 2011 2012 service request status all service requests
s73x-4r9p	Snow 2	 311 311 service requests 2010 2011 2012 service request status all service requests
vbj3-2wdk	HPD_Heating_Nov26toNov26	 311 311 service requests 2010 2011 2012 service request status all service requests
yk3a-qyjt	test1	 311 311 service requests 2010 2011 2012 service request status all service requests
zcqs-4wtn	CCRB: Assignment of Officers against Whom Allegations Were Substantiated - Special Operations Division 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
xnpc-vebg	Disposition Of Discourtesy Allegations 2007	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
g7ee-832z	Disposition Of Offensive Language Allegations 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
3miu-myq2	DOF: Cooperative Comparable Rental Income – Bronx – FY 2009/2010	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough bronx
f3u3-q8ea	English Language Arts (ELA) Test Results by Grade 2006-2011 - School level - by English Proficiency Status	 lifelong learning
6c2h-nnf5	residential elec comp	 electricity energy environment planning power utilities
8fc8-85m6	Manhattan Noise 2004 Test  - Addenum 1	 311 311 service requests 2004 all service requests
qiwp-55qu	Staten Island	null
m64p-r9hk	Certified Asbestos Investigator	 dep department of environmental protection environment certified asbestos investigators cai certified asbestos investigators (cai) healthy living
45i5-r9tu	School Monitoring Data	 dep department of environmental protection environment school air monitoring world trade center asbestos school monitoring data healthy living
tngj-drbu	Target Community District	 dop probation law contact justice programs cd community district
t6g4-rw7k	Rate at which the CCRB made findings on the merits	 ccrb merits allegations
j7sy-2ghv	Directory of Historical Occurrence of Winterstorms in New York City	 oem emergency management services winterstorm historical
h4jn-x3ty	Directory of OEM Partners in Preparedness	 oem emergency management services preparedness
u35m-9t32	DCLA Cultural Organizations	 dcla department of cultural affairs culture gallery art museum museo dance performance painting sculpture dcla cultural organizations
aysb-iq2j	Directory Of Career Opportunities At Small Business Services	 department of small business services sbs bid business district carrer salary
kxiw-zim9	Enrollment Capacity and Utilization Reports District 1-32	 school construction authority sca capacity utilization lifelong learning
impa-gh8c	Disqualified firms	 school construction authority sca firm company companies work trade disqualification disqualify disqualified education lifelong learning
xsj9-inwv	Workforce 1 Introduction To Services Schedule	 workforce 1 introduction to services schedule sbs jobs and economic mobility
8rmt-vnew	Bronx311CommercialNoiseComplaints2010-current	 311 311 service requests 2010 2011 2012 service request status all service requests
azxj-87jw	Possibly alcohol-related 2	 311 311 service requests 2010 2011 2012 service request status all service requests
ceyp-2rfd	Bronx Pigeon Waste	 311 311 service requests 2010 2011 2012 service request status all service requests
env5-8qnt	DCA	 311 311 service requests 2010 2011 2012 service request status all service requests
h7nr-wvua	mmmmmmmmmmm	 311 311 service requests 2010 2011 service request status all service requests
kt4y-ew9m	HPDNov1toToday	 311 311 service requests 2010 2011 2012 service request status all service requests
n3ye-6ajc	311 DSNY 2013	 311 311 service requests 2010 2011 2012 service request status all service requests
vny3-eeib	date	 311 311 service requests 2010 2011 2012 service request status all service requests
wi94-7bww	Bronx311_2010-present	 311 311 service requests 2010 2011 2012 service request status all service requests
wkjk-fryc	2011-12	 311 311 service requests 2010 2011 2012 service request status all service requests
d569-p6vu	camp cont	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
cwjt-kigp	Disposition Of Discourtesy Allegations 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
5ur4-dnsq	Disposition Of Discourtesy Allegations 2008	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
ii73-cgb4	Disposition Of Discourtesy Allegations 2008	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
rbwv-5abg	Disposition Of Discourtesy Allegations 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
mai7-g3fm	Disposition Of Force Allegations 2006	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
qc6h-hbw3	Disposition Of Force Allegations 2007	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
nufv-bxfc	Disposition Of Force Allegations 2008	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
8g9r-zz89	Distribution Of Discourtesy Allegations 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
yjsf-89ae	English Language Arts (ELA) Test Results by Grade 2006-2011 - Citywide - by English Proficiency Status	 lifelong learning
wdbe-5qjm	ss	 health safety geographic map cartography public community neighborhood location hospital fund boundary boundaries status statistics care
rhgg-kyb5	NYPD_Precincts_monthly	 mayor's office of operations operations ops public safety public safety cpr crime nypd police cop cops precinct new york
hagm-fwg7	Manhattan 2006	null
ijru-c88e	Hose Nozzle And Sprayer Survey	 dep department of environmental protection environment hose nozzle sprayer drought emergency hose nozzle and sprayer survey healthy living
yk6f-pa7p	LAW Public Service Program	 law justice legislation law public service program
hkud-vzzj	Office Locations	 dop probation law borough contact address program
su6u-afcg	Family & Adult Court Contact Information	 dop probation law contact justice programs cd community district
ye26-g8nx	City Tax Revenue Financial Plan	 revenue tax financial plan city tax property tax
k5ws-xbkn	English Language Arts (ELA) Test Results 2006-2012 - Borough - All Students	 english language arts ela test grade borough lifelong learning
phth-xf25	English Language Arts (ELA) Test Results 2006-2012 - School - SWD	 english language arts ela test grade school lifelong learning
2bh6-qmgg	Math Test Results 2006-2012 - Citywide - Gender	 math test result grade citywide gender lifelong learning
5fsg-d8c9	School Progress Report Multi-year 2007-2011	 school progress report report card lifelong learning
cj5g-iwxb	Race of Officers against whom Allegations were Substantiated	 ccrb officers substantiated race allegation
